date,value
1992-07-01,0.07816017917226992
1992-08-01,0.07622005773115093
1992-09-01,0.09546267454689872
1992-10-01,0.04186113126070201
1992-11-01,0.15762735273456774
1992-12-01,0.2522429370800563
1993-01-01,0.16610288551650432
1993-02-01,0.13844287584323434
1993-03-01,0.14351031927485192
1993-04-01,0.05284510569508716
1993-05-01,0.10799376610913547
1993-06-01,0.09018700810412894
1993-07-01,0.021600703968320145
1993-08-01,0.11799336928185422
1993-09-01,0.06589912728093861
1993-10-01,0.04024194790423952
1993-11-01,0.01962019647026625
1993-12-01,0.08508273883553863
1994-01-01,-0.031678444404064754
1994-02-01,-0.009427811146171194
1994-03-01,0.03320886847814375
1994-04-01,-0.030330045331727895
1994-05-01,0.030995344517640522
1994-06-01,0.016952730437895358
1994-07-01,-0.02128985225585822
1994-08-01,0.040428137934787944
1994-09-01,0.003722191512402384
1994-10-01,0.010078067262966117
1994-11-01,0.009207117351812455
1994-12-01,-0.2422496871876645
1995-01-01,-0.08504126770424647
1995-02-01,0.004289060408496415
1995-03-01,0.028405624954915165
1995-04-01,0.07282718895452889
1995-05-01,0.036822637749417186
1995-06-01,0.009063036771890909
1995-07-01,0.0029485426468713882
1995-08-01,-0.006542439975734338
1995-09-01,-0.04002945812913228
1995-10-01,0.04683168921706615
1995-11-01,-0.03961018956396334
1995-12-01,0.08155571090805513
1996-01-01,0.10778052452899511
1996-02-01,0.0767415953086783
1996-03-01,-0.04350577101694997
1996-04-01,0.04144641023768547
1996-05-01,0.05190963571544005
1996-06-01,-0.013872446673611316
1996-07-01,0.09517964592389538
1996-08-01,-0.03905455045950945
1996-09-01,0.04859426373659814
1996-10-01,-0.00420060500663566
1996-11-01,-0.024651766558041688
1996-12-01,0.03455118561468806
1997-01-01,-0.08533360494696107
1997-02-01,-0.06439418799688945
1997-03-01,-0.021004597743637055
1997-04-01,0.0012604049403746043
1997-05-01,-0.05190549298622882
1997-06-01,0.05533643460558024
1997-07-01,-0.018707466225308833
1997-08-01,-0.03748485840597793
1997-09-01,0.013958183908043598
1997-10-01,0.03328793494954252
1997-11-01,0.004367192649578522
1997-12-01,0.05423775400466191
1998-01-01,-0.06930049025545881
1998-02-01,0.012733576439085681
1998-03-01,0.030496734907650813
1998-04-01,-0.03019395010533321
1998-05-01,-0.004586210274164504
1998-06-01,0.0005139740020185801
1998-07-01,0.001265834919256248
1998-08-01,0.0014562186285207446
1998-09-01,0.028969471406093295
1998-10-01,-0.04550263161892931
1998-11-01,0.047010923677522465
1998-12-01,-0.05483153461750523
1999-01-01,0.06308182522716566
1999-02-01,-0.02050563026157648
1999-03-01,0.1019330988872571
1999-04-01,-0.018041335841852302
1999-05-01,0.008849568962288945
1999-06-01,-0.006551632798351026
1999-07-01,0.0021629556877353906
1999-08-01,0.0868305736192645
1999-09-01,-0.008461416844014247
1999-10-01,0.001382575647673523
1999-11-01,0.030796891775668023
1999-12-01,-0.02402475189915876
2000-01-01,0.06932825986334668
2000-02-01,0.03130137365632657
2000-03-01,-0.05162943881858584
2000-04-01,0.032380495088326855
2000-05-01,0.04787993825534054
2000-06-01,0.03571798021682859
2000-07-01,0.09003267277975713
2000-08-01,0.03072449374056152
2000-09-01,-0.049552351864044386
2000-10-01,0.10328718366161382
2000-11-01,0.0001546341738469792
2000-12-01,-0.08118276197787866
2001-01-01,0.01880048805776502
2001-02-01,-0.049210560008488
2001-03-01,0.053842849000904636
2001-04-01,0.011134196942766295
2001-05-01,0.014562489979765392
2001-06-01,-0.08419264662194115
2001-07-01,-0.06661873289673981
2001-08-01,-0.02849867241554227
2001-09-01,-0.04501344554615283
2001-10-01,-0.03732373036437764
2001-11-01,0.06841755468125532
2001-12-01,-0.045228369641334254
2002-01-01,0.0010938917400893367
2002-02-01,0.0013748462735652112
2002-03-01,-0.13851235175269005
2002-04-01,-0.006657568997075369
2002-05-01,0.0019009919065098302
2002-06-01,-0.011979468244660119
2002-07-01,0.008071544689495891
2002-08-01,-0.05886146353972599
2002-09-01,0.0797746378169637
2002-10-01,-0.03839428884345075
2002-11-01,-0.12747074335822672
2002-12-01,0.05278510267072667
2003-01-01,-0.06608577682725603
2003-02-01,-0.017666365964927877
2003-03-01,-0.017586888111428056
2003-04-01,-0.10233531240415594
2003-05-01,-0.05364024940492884
